chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
chr1	27443001	27514000	DIPLOID	47	0.8085	-0.0787	0.3834	0.5722	0.9102	0.8339	1.5601	0.9420	1.0715	1.4814	0.0000	0.0000	1.5869	true	NONE	68	1.0531	0.4521	1.6555	27443001	27443001
chr1	27514001	27676000	DIPLOID	77	0.8163	0.0022	0.1000	0.6913	1.0933	1.0010	2.0321	0.1100	0.1714	2.0343	0.0000	0.0000	1.9247	true	NONE	139	0.9989	0.5394	1.8120	27514001	27514001
chr1	27676001	27677000	DIPLOID	0	0.0000	0.8343	0.5249	0.6125	1.0142	0.9279	0.8343	0.7735	0.0000	1.6685	0.0000	0.0000	1.6518	true	NONE	1	0.5000	0.4550	1.1326	27676001	27676001
chr1	27677001	28283000	DIPLOID	107	0.8235	-0.0947	0.4587	0.6013	0.9480	0.8668	1.7112	0.7867	1.0255	1.6165	0.0000	0.0000	1.6776	true	NONE	578	1.0586	0.4470	1.7223	27677001	27677001
chr1	28283001	28722000	DIPLOID	34	0.8274	-0.1487	0.7013	0.5473	0.8520	0.7812	1.5145	0.9635	1.3774	1.3659	0.0000	0.0000	1.5397	true	NONE	422	1.1089	0.4573	1.6653	28283001	28283001
chr1	28722001	28761000	DIPLOID	8	0.8233	-0.0955	0.4627	0.5994	0.8797	0.8094	1.7032	0.7990	1.0387	1.6077	0.0000	0.0000	1.7491	true	NONE	36	1.0594	0.4446	1.7195	28722001	28722001
chr1	28761001	29208000	DIPLOID	102	0.8182	-0.0868	0.4218	0.5931	0.9378	0.8659	1.6652	0.8508	1.0412	1.5785	0.0000	0.0000	1.6515	true	NONE	430	1.0550	0.4509	1.7008	28761001	28761001
chr1	29208001	29227000	DIPLOID	16	0.8316	-0.0980	0.4741	0.6258	1.0374	0.9620	1.8282	0.5408	0.8439	1.7302	0.0000	0.0000	1.6863	true	NONE	19	1.0566	0.4720	1.7705	29208001	29208001
chr1	29227001	30769000	DIPLOID	1074	0.8165	0.0135	0.1000	0.7054	1.1037	1.0266	2.0862	0.2896	0.3181	2.0997	0.0000	0.0000	1.9779	true	NONE	1441	0.9936	0.4836	1.8291	29227001	29227001
chr1	30769001	30914000	DIPLOID	57	0.8163	0.0056	0.1000	0.6954	1.0425	0.9654	2.0475	0.1620	0.2139	2.0531	0.0000	0.0000	2.0031	true	NONE	138	0.9973	0.5210	1.8167	30769001	30769001
chr1	30914001	31036000	DIPLOID	0	0.0000	0.9301	0.2367	0.6538	1.0108	0.9346	0.9301	0.3415	0.0000	1.8602	0.0000	0.0000	1.8476	true	NONE	119	0.5000	0.4062	1.0559	30914001	30914001
chr1	31036001	31048000	DIPLOID	0	0.0000	0.7918	0.6304	0.5942	0.8637	0.7980	0.7918	0.9427	0.0000	1.5836	0.0000	0.0000	1.7436	true	NONE	12	0.5000	0.4365	1.1666	31036001	31036001
chr1	31048001	31179000	HET_DELETION	7	0.8462	-0.2174	0.9770	0.5182	0.8393	0.7752	1.4481	0.9465	1.6277	1.2308	0.0000	0.0000	1.4195	true	NONE	126	1.1766	0.4649	1.6662	31048001	31048001
chr1	31179001	31214000	DIPLOID	48	0.8375	-0.1558	0.7319	0.5720	0.9072	0.8378	1.6364	0.8828	1.3523	1.4805	0.0000	0.0000	1.5895	true	NONE	35	1.1053	0.5025	1.7169	31048001	31179001
chr1	31214001	31289000	DIPLOID	39	0.8182	-0.0887	0.4307	0.5908	0.9542	0.8813	1.6567	0.8609	1.0568	1.5680	0.0000	0.0000	1.6218	true	NONE	74	1.0566	0.4601	1.6982	31214001	31214001
chr1	31289001	31616000	DIPLOID	310	0.8242	-0.0583	0.2856	0.6485	1.0066	0.9321	1.8939	0.3525	0.5260	1.8356	0.0000	0.0000	1.8279	true	NONE	315	1.0317	0.4597	1.7808	31289001	31289001
chr1	31616001	31617000	AMPLIFICATION	4	0.8252	-0.0516	0.2535	0.6600	1.1541	1.0711	1.9406	0.2019	0.3758	1.8890	0.0000	0.0000	1.7080	true	NONE	1	1.0273	0.5410	1.7969	31616001	31616001
chr1	31617001	31799000	AMPLIFICATION	52	0.8241	0.0270	0.1000	0.7526	1.1534	1.0725	2.2916	0.7910	0.7344	2.3186	0.0000	0.0000	2.1384	true	NONE	152	0.9884	0.5483	1.9059	31617001	31619001
chr1	31799001	31804000	DIPLOID	3	0.8043	0.0399	0.1365	0.6905	1.0042	0.9354	1.9904	0.1000	0.1902	2.0303	0.0000	0.0000	2.0254	true	NONE	4	0.9803	0.4944	1.7802	31616001	31799001
chr1	31804001	32179000	DIPLOID	120	0.8237	-0.1045	0.5044	0.5901	0.9080	0.8490	1.6691	0.8461	1.1125	1.5645	0.0000	0.0000	1.6726	true	NONE	365	1.0668	0.4503	1.7094	31804001	31804001
chr1	32179001	32251000	DIPLOID	2	0.8510	-0.1398	0.6626	0.6473	0.9689	0.9086	1.9698	0.1035	0.6520	1.8300	0.0000	0.0000	1.8666	true	NONE	69	1.0764	0.5185	1.8438	32179001	32179001
chr1	32251001	32312000	HET_DELETION	2	0.8367	-0.1763	0.8169	0.5424	0.8386	0.7870	1.5194	0.9616	1.4882	1.3431	0.0000	0.0000	1.5327	true	NONE	56	1.1313	0.4846	1.6783	32251001	32252001
chr1	32312001	32494000	DIPLOID	1	0.8200	-0.0681	0.3330	0.6214	0.9524	0.8947	1.7779	0.6614	0.8154	1.7098	0.0000	0.0000	1.7657	true	NONE	170	1.0398	0.4780	1.7384	32251001	32312001
chr1	32494001	32750000	HET_DELETION	16	0.8579	-0.2222	0.9949	0.5535	0.8465	0.7958	1.6170	0.9011	1.6265	1.3949	0.0000	0.0000	1.5752	true	NONE	246	1.1593	0.4609	1.7357	32494001	32494001
chr1	32750001	32851000	DIPLOID	1	0.8800	-0.2457	1.0789	0.6132	0.9138	0.8596	1.9175	0.2778	1.1939	1.6718	0.0000	0.0000	1.7730	true	NONE	95	1.1470	0.4634	1.8653	32494001	32750001
chr1	32851001	33127000	DIPLOID	7	0.8478	-0.1273	0.6076	0.6511	0.9935	0.9358	1.9750	0.1000	0.5999	1.8477	0.0000	0.0000	1.8553	true	NONE	253	1.0689	0.4734	1.8409	32851001	32851001
chr1	33127001	33230000	DIPLOID	3	0.8095	0.0137	0.1000	0.6796	1.0196	0.9633	1.9665	0.1147	0.1738	1.9802	0.0000	0.0000	1.9572	true	NONE	96	0.9931	0.4695	1.7811	33127001	33127001
chr1	33230001	34088000	DIPLOID	547	0.8085	0.0436	0.1492	0.7098	1.0956	1.0411	2.0765	0.2583	0.3295	2.1201	0.0000	0.0000	2.0079	true	NONE	815	0.9794	0.4569	1.8131	33230001	33230001
chr1	34088001	34095381	DIPLOID	0	0.0000	0.8454	0.4947	0.6173	1.0363	0.9879	0.8454	0.7266	0.0000	1.6908	0.0000	0.0000	1.6482	true	NONE	4	0.5000	0.4595	1.1237	34088001	34088001
chr1	34095382	34103000	DIPLOID	0	0.0000	2.0713	0.2413	1.1455	1.0389	0.9904	2.0713	0.2413	0.0000	4.1426	0.0000	0.0000	4.0969	true	BND	4	0.5000	0.4140	1.4570	34095382	34095382
chr1	34103001	34918000	DIPLOID	531	0.5376	1.9996	0.1000	1.1147	1.0721	1.0233	2.0000	0.1000	0.1075	3.9996	0.0000	0.0000	3.9149	true	NONE	783	0.5000	0.4502	1.4002	34103001	34103001
chr1	34918001	34940000	DIPLOID	0	0.0000	1.9383	0.2096	1.0882	0.9718	0.9238	1.9383	0.2096	0.0000	3.8766	0.0000	0.0000	3.9098	true	NONE	20	0.5000	0.4835	1.4494	34918001	34918001
chr1	34940001	35339000	DIPLOID	42	0.5370	1.5210	0.9610	0.9607	0.9035	0.8560	1.7638	0.6913	0.8872	3.2848	0.0000	0.0000	3.3982	true	NONE	367	0.5370	0.4167	1.5139	34940001	34940001
chr1	35339001	35657000	DIPLOID	92	0.5412	1.8279	0.5417	1.0777	0.9910	0.9350	2.0000	0.1000	0.3473	3.8279	0.0000	0.0000	3.8384	true	NONE	309	0.5225	0.4211	1.4689	35339001	35339001
chr1	35657001	36188000	DIPLOID	71	0.5373	1.6043	0.9118	1.0000	0.9353	0.8802	1.8629	0.4452	0.7291	3.4672	0.0000	0.0000	3.5432	true	NONE	508	0.5373	0.4479	1.5869	35657001	35657001
chr1	36188001	36280000	DIPLOID	31	0.5513	1.3205	0.8327	0.9160	0.8833	0.8323	1.7568	0.7054	0.8480	3.0773	0.0000	0.0000	3.2144	true	NONE	89	0.5709	0.4538	1.4309	36188001	36188001
chr1	36280001	36513000	DIPLOID	126	0.5427	1.6487	0.8699	1.0391	0.9930	0.9380	2.0000	0.1000	0.5263	3.6487	0.0000	0.0000	3.6569	true	NONE	220	0.5481	0.4901	1.5405	36280001	36280001
chr1	36513001	36515000	DIPLOID	0	0.0000	1.6746	0.8390	0.9746	1.1123	1.0535	1.6746	0.8390	0.0000	3.3493	0.0000	0.0000	3.2173	true	NONE	2	0.5000	0.5555	1.5397	36513001	36513001
chr1	36515001	37408000	DIPLOID	513	0.5412	2.0000	0.1000	1.1380	1.0837	1.0291	2.1078	0.3576	0.2477	4.1078	0.0000	0.0000	4.0095	true	NONE	855	0.5131	0.4819	1.4431	36515001	36515001
chr1	37408001	37415000	DIPLOID	22	0.5355	1.5575	0.9434	0.9754	1.0147	0.9649	1.7955	0.6217	0.8381	3.3530	0.0000	0.0000	3.3358	true	NONE	7	0.5355	0.4791	1.5412	37408001	37408001
chr1	37415001	37863000	DIPLOID	215	0.5424	1.6682	0.8472	1.0433	0.9626	0.9169	2.0000	0.1000	0.5138	3.6682	0.0000	0.0000	3.7122	true	NONE	423	0.5452	0.4772	1.5327	37415001	37415001
chr1	37863001	37989000	DIPLOID	98	0.5449	1.4421	0.9432	0.9357	0.8848	0.8455	1.7266	0.7611	0.9287	3.1687	0.0000	0.0000	3.3041	true	NONE	113	0.5449	0.4621	1.4675	37863001	37863001
chr1	37989001	37992000	DIPLOID	3	0.5217	1.8269	0.5441	1.0775	0.9059	0.8664	2.0000	0.1000	0.3360	3.8269	0.0000	0.0000	3.9374	true	NONE	3	0.5226	0.4930	1.4692	37989001	37989001
chr1	37992001	38861000	DIPLOID	343	0.5422	2.0000	0.1000	1.1250	1.0576	1.0127	2.0472	0.1611	0.1416	4.0472	0.0000	0.0000	3.9796	true	NONE	834	0.5058	0.4571	1.4189	37992001	37992001
chr1	38861001	38876000	DIPLOID	7	0.5541	1.5493	0.9478	1.0323	0.8982	0.8573	2.0678	0.2298	0.6525	3.6171	0.0000	0.0000	3.7367	true	NONE	13	0.5717	0.4326	1.6074	38861001	38861001
chr1	38876001	39078000	HET_DELETION	131	0.5385	1.3475	0.8657	0.8821	0.8369	0.7985	1.5724	0.9346	0.9695	2.9199	0.0000	0.0000	3.1115	true	NONE	196	0.5385	0.4509	1.3680	38876001	38876001
chr1	39078001	39084000	DIPLOID	3	0.5574	1.4133	0.9251	0.9738	0.8582	0.8185	1.9323	0.2296	0.6436	3.3456	0.0000	0.0000	3.5121	true	NONE	5	0.5776	0.5462	1.5382	38876001	39078001
chr1	39084001	40556000	DIPLOID	520	0.5414	1.6337	0.8855	1.0206	0.9570	0.9052	1.9291	0.2400	0.6094	3.5628	0.0000	0.0000	3.6133	true	NONE	1351	0.5414	0.4400	1.5749	39084001	39084001
chr1	40556001	40563000	HET_DELETION	0	0.0000	1.2507	0.7200	0.5225	0.4915	0.4623	0.0000	1.5000	0.0000	1.2507	0.0000	0.0000	1.8480	true	NONE	6	0.0000	0.4465	1.5003	40556001	40556001
chr1	40563001	40620000	DIPLOID	27	0.5455	1.4710	0.9576	0.9503	0.8917	0.8390	1.7655	0.6877	0.8975	3.2365	0.0000	0.0000	3.3638	true	NONE	53	0.5455	0.4257	1.4946	40556001	40563001
chr1	40620001	41237000	DIPLOID	429	0.5375	1.8302	0.5356	1.0782	1.0122	0.9533	2.0000	0.1000	0.3416	3.8302	0.0000	0.0000	3.8159	true	NONE	578	0.5222	0.4519	1.4679	40620001	40620001
chr1	41237001	41342000	DIPLOID	77	0.5357	1.9502	0.1700	1.1040	1.0665	1.0064	2.0000	0.1000	0.1446	3.9502	0.0000	0.0000	3.8721	true	NONE	102	0.5063	0.4509	1.4199	41237001	41237001
chr1	41342001	41526000	AMPLIFICATION	135	0.5385	2.0000	0.1000	1.1949	1.1534	1.0901	2.3717	0.8907	0.5335	4.3717	0.0000	0.0000	4.1914	true	NONE	170	0.5425	0.5359	1.5487	41342001	41342001
chr1	41526001	41530000	HET_DELETION	2	0.5426	0.8732	0.4152	0.6566	0.5880	0.5560	1.0000	0.1000	0.2795	1.8732	0.0000	0.0000	2.3572	true	NONE	4	0.5338	0.5820	1.0507	41526001	41526001
chr1	41530001	42179000	DIPLOID	362	0.5376	2.0000	0.1000	1.1402	1.0984	1.0386	2.1180	0.3888	0.2628	4.1180	0.0000	0.0000	4.0024	true	NONE	615	0.5143	0.4551	1.4472	41342001	41530001
chr1	42179001	42182000	DIPLOID	0	0.0000	2.0323	0.1107	1.1287	1.0425	0.9850	2.0323	0.1107	0.0000	4.0646	0.0000	0.0000	4.0147	true	NONE	3	0.5000	0.4160	1.4258	42179001	42179001
chr1	42182001	43924000	DIPLOID	696	0.5385	1.7754	0.6668	1.0664	0.9985	0.9479	2.0000	0.1000	0.4129	3.7754	0.0000	0.0000	3.7771	true	NONE	1651	0.5297	0.4487	1.4898	42182001	42182001
chr1	43924001	44059000	DIPLOID	39	0.5301	2.0000	0.1000	1.1498	1.0781	1.0285	2.1623	0.5157	0.3264	4.1623	0.0000	0.0000	4.0705	true	NONE	118	0.5195	0.5308	1.4649	43924001	43924001
chr1	44059001	44062000	DIPLOID	0	0.0000	1.8237	0.5526	1.0388	0.9871	0.9410	1.8237	0.5526	0.0000	3.6473	0.0000	0.0000	3.6625	true	NONE	3	0.5000	0.4670	1.5411	44059001	44059001
chr1	44062001	44207000	DIPLOID	104	0.5480	1.4856	0.9636	0.9611	0.8945	0.8525	1.8011	0.6086	0.8616	3.2866	0.0000	0.0000	3.4106	true	NONE	143	0.5480	0.4249	1.5147	44062001	44062001
chr1	44207001	44213000	DIPLOID	0	0.0000	1.8684	0.4292	1.0581	0.9311	0.8873	1.8684	0.4292	0.0000	3.7369	0.0000	0.0000	3.8178	true	NONE	6	0.5000	0.4072	1.5052	44207001	44207001
chr1	44213001	44451000	DIPLOID	95	0.5366	2.0000	0.1000	1.1368	1.0679	1.0196	2.1022	0.3403	0.2363	4.1022	0.0000	0.0000	4.0225	true	NONE	235	0.5125	0.4645	1.4409	44213001	44213001
chr1	44451001	44603000	DIPLOID	103	0.5417	1.6603	0.8567	1.0416	0.9652	0.9245	2.0000	0.1000	0.5183	3.6603	0.0000	0.0000	3.7012	true	NONE	152	0.5464	0.4633	1.5359	44451001	44451001
chr1	44603001	44655000	DIPLOID	7	0.5417	2.0000	0.1000	1.1841	1.1176	1.0723	2.3218	0.8344	0.5061	4.3218	0.0000	0.0000	4.1837	true	NONE	49	0.5372	0.5226	1.5287	44603001	44603001
chr1	44655001	44661000	DIPLOID	1	0.5085	1.7990	0.6134	1.0416	0.9879	0.9481	1.8613	0.4500	0.5408	3.6603	0.0000	0.0000	3.6746	true	NONE	6	0.5085	0.5230	1.5359	44655001	44655001
chr1	44661001	45853000	DIPLOID	360	0.5426	1.5711	0.9354	0.9931	0.9030	0.8692	1.8641	0.4418	0.7474	3.4352	0.0000	0.0000	3.5492	true	NONE	1101	0.5426	0.4397	1.5741	44661001	44661001
chr1	45853001	46201000	DIPLOID	270	0.5393	1.6371	0.8821	1.0366	0.9818	0.9470	2.0000	0.1000	0.5296	3.6371	0.0000	0.0000	3.6585	true	NONE	331	0.5499	0.4264	1.5452	45853001	45853001
chr1	46201001	46403000	DIPLOID	48	0.5442	1.5476	0.9488	0.9845	0.8939	0.8623	1.8477	0.4883	0.7821	3.3953	0.0000	0.0000	3.5199	true	NONE	179	0.5442	0.4686	1.5581	46201001	46201001
chr1	46403001	46424000	DIPLOID	10	0.5225	1.6973	0.8079	1.0188	0.9816	0.9470	1.8572	0.4616	0.6633	3.5545	0.0000	0.0000	3.5760	true	NONE	19	0.5225	0.5462	1.5782	46403001	46403001
chr1	46424001	47251000	DIPLOID	120	0.5412	1.9697	0.1040	1.1082	1.0225	0.9821	2.0000	0.1000	0.1104	3.9697	0.0000	0.0000	3.9432	true	NONE	582	0.5038	0.4604	1.4121	46424001	46424001
chr1	47251001	47252000	DIPLOID	1	0.5263	1.6743	0.8395	1.0145	0.9747	0.9311	1.8602	0.4530	0.6803	3.5345	0.0000	0.0000	3.5642	true	NONE	1	0.5263	0.4020	1.5862	47251001	47251001
chr1	47252001	47390000	DIPLOID	117	0.5373	1.4879	0.9645	0.9458	0.8831	0.8428	1.7278	0.7592	0.9261	3.2156	0.0000	0.0000	3.3530	true	NONE	133	0.5373	0.4180	1.4862	47252001	47252001
chr1	47390001	47402000	DIPLOID	9	0.5294	1.7446	0.7289	1.0517	1.0044	0.9575	1.9626	0.1281	0.4537	3.7072	0.0000	0.0000	3.7021	true	NONE	12	0.5294	0.4564	1.5171	47390001	47390001
chr1	47402001	48084000	DIPLOID	71	0.5417	2.0000	0.1000	1.1943	1.1157	1.0598	2.3689	0.8880	0.5352	4.3689	0.0000	0.0000	4.2329	true	NONE	654	0.5422	0.4800	1.5475	47402001	47402001
chr1	48084001	49075000	DIPLOID	0	0.0000	2.0589	0.2003	1.1401	1.0813	1.0307	2.0589	0.2003	0.0000	4.1177	0.0000	0.0000	4.0223	true	NONE	908	0.5000	0.4084	1.4471	48084001	48084001
chr1	49075001	49459000	DIPLOID	0	0.0000	1.9569	0.1474	1.0962	1.0732	1.0237	1.9569	0.1474	0.0000	3.9137	0.0000	0.0000	3.8277	true	NONE	353	0.5000	0.3786	1.4345	49075001	49075001
chr1	49459001	50047000	DIPLOID	0	0.0000	1.8789	0.3982	1.0626	1.0187	0.9722	1.8789	0.3982	0.0000	3.7578	0.0000	0.0000	3.7359	true	NONE	520	0.5000	0.3661	1.4969	49459001	49459001
chr1	50047001	50593000	DIPLOID	0	0.0000	2.0372	0.1273	1.1308	1.0597	1.0157	2.0372	0.1273	0.0000	4.0743	0.0000	0.0000	4.0042	true	NONE	530	0.5000	0.4133	1.4297	50047001	50047001
chr1	50593001	51650000	DIPLOID	0	0.0000	1.8086	0.5905	1.0323	0.9466	0.9198	1.8086	0.5905	0.0000	3.6171	0.0000	0.0000	3.6799	true	NONE	1001	0.5000	0.4018	1.5531	50593001	50593001
chr1	51650001	51825000	DIPLOID	0	0.0000	1.9894	0.1000	1.1102	1.0022	0.9817	1.9894	0.1000	0.0000	3.9787	0.0000	0.0000	3.9762	true	NONE	168	0.5000	0.3850	1.4085	51650001	51650001
chr1	51825001	51973000	DIPLOID	0	0.0000	1.8004	0.6101	1.0288	0.9348	0.9185	1.8004	0.6101	0.0000	3.6009	0.0000	0.0000	3.6775	true	NONE	147	0.5000	0.4235	1.5596	51825001	51825001
chr1	51973001	52688000	DIPLOID	0	0.0000	1.7407	0.7361	1.0030	0.9011	0.8888	1.7407	0.7361	0.0000	3.4814	0.0000	0.0000	3.5976	true	NONE	686	0.5000	0.4233	1.5925	51973001	51973001
chr1	52688001	52897000	HET_DELETION	0	0.0000	3.0214	0.1000	0.9040	0.8202	0.8130	0.0000	1.5000	0.0000	3.0214	0.0000	0.0000	3.2325	true	NONE	200	0.0000	0.4275	2.2085	52688001	52688001
chr1	52897001	53038000	DIPLOID	0	0.0000	1.7631	0.6927	1.0127	0.8944	0.8866	1.7631	0.6927	0.0000	3.5262	0.0000	0.0000	3.6502	true	NONE	129	0.5000	0.4172	1.5895	52688001	52897001
chr1	53038001	53046000	DIPLOID	0	0.0000	1.9955	0.1000	1.1128	0.9321	0.9238	1.9955	0.1000	0.0000	3.9910	0.0000	0.0000	4.0708	true	NONE	8	0.5000	0.4135	1.4036	53038001	53038001
chr1	53046001	53741000	DIPLOID	0	0.0000	2.0801	0.2700	1.1493	1.0439	1.0335	2.0801	0.2700	0.0000	4.1602	0.0000	0.0000	4.1086	true	NONE	645	0.5000	0.4958	1.4641	53046001	53046001
chr1	53741001	53750000	DIPLOID	0	0.0000	2.0140	0.1000	1.1208	0.9242	0.9160	2.0140	0.1000	0.0000	4.0279	0.0000	0.0000	4.1170	true	NONE	9	0.5000	0.4289	1.4112	53741001	53741001
chr1	53750001	54046000	DIPLOID	0	0.0000	1.7865	0.6423	1.0228	0.9172	0.9094	1.7865	0.6423	0.0000	3.5730	0.0000	0.0000	3.6702	true	NONE	287	0.5000	0.4282	1.5708	53750001	53750001
chr1	54046001	54080000	DIPLOID	0	0.0000	1.9235	0.2585	1.0818	0.9406	0.9323	1.9235	0.2585	0.0000	3.8469	0.0000	0.0000	3.9167	true	NONE	33	0.5000	0.4181	1.4612	54046001	54046001
chr1	54080001	54410000	DIPLOID	0	0.0000	2.0267	0.1000	1.1263	1.0239	1.0145	2.0267	0.1000	0.0000	4.0535	0.0000	0.0000	4.0254	true	NONE	319	0.5000	0.4978	1.4214	54080001	54080001
chr1	54410001	54415000	DIPLOID	0	0.0000	1.8564	0.4640	1.0529	0.9026	0.8941	1.8564	0.4640	0.0000	3.7128	0.0000	0.0000	3.8272	true	NONE	5	0.5000	0.5116	1.5149	54410001	54410001
chr1	54415001	54681000	DIPLOID	0	0.0000	1.6679	0.8475	0.9717	0.9115	0.9032	1.6679	0.8475	0.0000	3.3358	0.0000	0.0000	3.4397	true	NONE	244	0.5000	0.4958	1.5343	54415001	54415001
chr1	54681001	54743000	DIPLOID	0	0.0000	1.8469	0.4906	1.0488	0.9436	0.9355	1.8469	0.4906	0.0000	3.6937	0.0000	0.0000	3.7600	true	NONE	62	0.5000	0.4663	1.5225	54681001	54681001
chr1	54743001	54949000	DIPLOID	0	0.0000	1.9518	0.1646	1.0940	1.0000	0.9924	1.9518	0.1646	0.0000	3.9035	0.0000	0.0000	3.9035	true	NONE	185	0.5000	0.4757	1.4386	54743001	54743001
chr1	54949001	56081000	DIPLOID	0	0.0000	2.0857	0.2880	1.1517	1.0468	1.0431	2.0857	0.2880	0.0000	4.1714	0.0000	0.0000	4.1164	true	NONE	1076	0.5000	0.4149	1.4685	54949001	54949001
chr1	56081001	58278000	DIPLOID	544	0.5393	1.9736	0.1000	1.1091	1.0291	1.0338	2.0000	0.1000	0.1079	3.9736	0.0000	0.0000	3.9395	true	NONE	2110	0.5033	0.4064	1.4106	56081001	56081001
chr1	58278001	58279000	HET_DELETION	0	0.0000	0.0000	0.1000	0.2635	0.2059	0.2082	0.0485	1.5928	0.0000	0.0485	0.0000	0.0000	0.9813	true	NONE	1	1.0000	0.4440	1.7806	58278001	58278001
chr1	58279001	61541000	DIPLOID	1563	0.5385	2.0000	0.1000	1.1395	1.0265	1.0412	2.1150	0.3796	0.2583	4.1150	0.0000	0.0000	4.0838	true	NONE	3078	0.5140	0.3994	1.4460	58278001	58279001
chr1	61541001	61663000	DIPLOID	91	0.5393	1.8251	0.5489	1.0771	0.9425	0.9565	2.0000	0.1000	0.3500	3.8251	0.0000	0.0000	3.8926	true	NONE	113	0.5229	0.4138	1.4700	61541001	61541001
chr1	61663001	62249000	DIPLOID	231	0.5385	1.5018	0.9682	0.9541	0.8772	0.8892	1.7524	0.7140	0.9059	3.2541	0.0000	0.0000	3.3984	true	NONE	568	0.5385	0.4129	1.5017	61663001	61663001
chr1	62249001	62264000	DIPLOID	0	0.0000	1.7712	0.6758	1.0162	0.9517	0.9616	1.7712	0.6758	0.0000	3.5424	0.0000	0.0000	3.5991	true	NONE	15	0.5000	0.4674	1.5830	62249001	62249001
chr1	62264001	62782000	DIPLOID	204	0.5422	1.7986	0.6144	1.0714	0.9389	0.9478	2.0000	0.1000	0.3874	3.7986	0.0000	0.0000	3.8704	true	NONE	485	0.5265	0.4012	1.4805	62264001	62264001
chr1	62782001	62812000	DIPLOID	8	0.5370	2.0000	0.1000	1.1311	0.9274	0.9358	2.0760	0.2566	0.1915	4.0760	0.0000	0.0000	4.1612	true	NONE	30	0.5093	0.3647	1.4304	62782001	62782001
chr1	62812001	63183000	DIPLOID	428	0.5419	2.0000	0.1000	1.1799	1.0275	1.0364	2.3020	0.8069	0.4915	4.3020	0.0000	0.0000	4.2697	true	NONE	364	0.5351	0.3950	1.5208	62812001	62812001
chr1	63183001	63184000	DIPLOID	0	0.0000	2.1240	0.4068	1.1682	0.9806	0.9885	2.1240	0.4068	0.0000	4.2480	0.0000	0.0000	4.2707	true	NONE	1	0.5000	0.3260	1.4992	63183001	63183001
chr1	63184001	63427000	DIPLOID	35	0.5254	1.7498	0.7189	1.0474	0.9237	0.9308	1.9371	0.2135	0.4899	3.6870	0.0000	0.0000	3.7766	true	NONE	234	0.5254	0.4040	1.5252	63184001	63184001
chr1	63427001	63588000	DIPLOID	17	0.5465	2.0000	0.1000	1.1205	0.9519	0.9589	2.0265	0.1000	0.1093	4.0265	0.0000	0.0000	4.0831	true	NONE	149	0.5033	0.3579	1.4106	63427001	63427001
chr1	63588001	64973000	DIPLOID	623	0.5349	2.0000	0.1000	1.1418	1.0234	1.0306	2.1254	0.4110	0.2734	4.1254	0.0000	0.0000	4.0980	true	NONE	1336	0.5152	0.4096	1.4502	63588001	63588001
chr1	64973001	64988000	DIPLOID	2	0.6090	1.3050	0.8112	1.0425	0.9882	0.9950	2.3595	0.8786	1.0290	3.6645	0.0000	0.0000	3.6783	true	NONE	15	0.6439	0.4261	1.6658	64973001	64973001
chr1	64988001	65205000	DIPLOID	71	0.5395	1.5664	0.9383	0.9859	0.9044	0.9091	1.8351	0.5226	0.7881	3.4015	0.0000	0.0000	3.5138	true	NONE	206	0.5395	0.4289	1.5606	64988001	64988001
chr1	65205001	65254000	DIPLOID	19	0.5375	1.7898	0.6349	1.0695	0.9407	0.9443	2.0000	0.1000	0.3950	3.7898	0.0000	0.0000	3.8594	true	NONE	46	0.5277	0.4067	1.4841	65205001	65205001
chr1	65254001	65903000	DIPLOID	79	0.5435	1.9778	0.1000	1.1100	0.9976	1.0003	2.0000	0.1000	0.1087	3.9778	0.0000	0.0000	3.9806	true	NONE	585	0.5028	0.3803	1.4089	65254001	65254001
chr1	65903001	66779000	DIPLOID	460	0.5341	2.0797	0.2687	1.2146	1.0490	1.0530	2.3836	0.9017	0.6250	4.4633	0.0000	0.0000	4.4058	true	NONE	825	0.5341	0.3782	1.5853	65903001	65903001
chr1	66779001	67059000	DIPLOID	198	0.5340	1.9954	0.1000	1.1138	0.9979	1.0044	2.0000	0.1000	0.1068	3.9954	0.0000	0.0000	3.9979	true	NONE	265	0.5006	0.3680	1.4018	66779001	66779001
chr1	67059001	67115000	DIPLOID	3	0.6071	1.4145	0.9259	1.0976	0.9536	0.9620	2.5058	0.9668	1.1490	3.9202	0.0000	0.0000	3.9747	true	NONE	50	0.6392	0.3821	1.7681	67059001	67059001
chr1	67115001	67542000	DIPLOID	162	0.5376	1.6785	0.8341	1.0351	0.9314	0.9425	1.9514	0.1658	0.5375	3.6299	0.0000	0.0000	3.7105	true	NONE	408	0.5376	0.4114	1.5480	67115001	67115001
chr1	67542001	67543000	HET_DELETION	0	0.0000	0.2978	0.8005	0.3172	0.3079	0.3127	0.0000	1.5000	0.0000	0.2978	0.0000	0.0000	1.1107	true	NONE	1	0.0000	0.4540	1.6809	67542001	67542001
